Road Name,Carriageway Start Name,Carriageway End Name,Location,Latest Count,Count Date,Peak Hour,Count Duration,ADT,Peak Traffic,Car (%),LCV (%),MCV (%),HCVI (%),HCVII (%),Bus (%),HCV Total (%),X Coordinate NZTM,Y Coordinate NZTM
GARNET RD,RAWENE AVE,END,1266,Yes,857433600000,NA,NA,395,NA,86,8,3,2,1,0,6,1753022.0647,5920096.396
GRAMPIAN RD,ST HELIERS BAY RD,LAMMERMOOR DR,297,Yes,1022284800000,08:00,NA,2408,334,86,8,3,2,1,0,6,1764872.457,5918617.9254
GRAMPIAN RD,LAMMERMOOR DR,HAMPTON DR RAB,495,Yes,1027728000000,08:00,NA,1511,209,86,8,3,2,1,0,6,1764783.6634,5918780.0047
GRAMPIAN RD,HAMPTON DR RAB,PAMELA PL,644,Yes,833500800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764669.5132,5918877.6211
KURAHAUPO ST,TOKOMARU ST RAB,TE ARAWA ST,506,Yes,814147200000,NA,NA,116,NA,86,8,3,2,1,0,6,1762746.1886,5919393.9481
LUCERNE RD,VENTNOR RD,BENSON RD RAB,446,Yes,761875200000,NA,NA,4793,NA,NA,NA,NA,NA,NA,NA,NA,1761658.566,5917318.2948
MERTON RD (ST JOHNS),THORP ST,COLLEGE RD RAB,1228,Yes,864518400000,NA,NA,6388,NA,85,10,2,1,2,0,5,1764144.9922,5916901.5364
MORRIN RD,TAINUI RD,HOMESTEAD DR,605,Yes,1086825600000,NA,NA,10498,NA,91,1,4,2,1,NA,7,1764872.6228,5915821.8371
PARNELL RD,EGLON ST,YORK ST,76,Yes,1302048000000,NA,NA,14260,NA,100,0,0,0,0,0,0,1758490.9339,5920176.0083
PARNELL RD,YORK ST,EARLE ST,152,Yes,577152000000,16:45,NA,827,111,NA,NA,NA,NA,NA,NA,NA,1758523.0264,5920108.1791
PARNELL RD,BIRDWOOD CRES,ST GEORGES BAY RD,938,Yes,1123027200000,NA,NA,18326,NA,96,1,3,1,0,NA,4,1758864.9607,5919406.9961
PARNELL RD,BIRDWOOD CRES,CATHEDRAL PL,1243,Yes,1267660800000,NA,NA,14311,NA,NA,NA,NA,NA,NA,NA,NA,1758922.5652,5919123.0984
PARNELL RD,MAUNSELL RD,COWIE ST,1591,Yes,603158400000,11:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1758744.1488,5918832.9686
PT ENGLAND RD,ROPATA AVE,HOLLAND AVE,492,Yes,640396800000,07:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765829.407,5916599.1996
PT ENGLAND RD,TAMATEA AVE,RIVERSIDE AVE,1166,Yes,1313452800000,NA,7D,1874,NA,98,1,1,0,0,0,1,1766483.0348,5916443.9751
ROSEBANK RD (AVONDALE),BLOCKHOUSE BAY RD,ROBERTON RD,96,Yes,1092096000000,NA,NA,8942,NA,94,1,3,2,0,0,5,1751465.1572,5915497.0059
ROSEBANK RD (AVONDALE),LAYARD ST,GREAT NORTH RD,315,Yes,1279324800000,NA,NA,7856,NA,82,5,6,6,1,0,13,1751249.7927,5915479.6771
ROSEBANK RD (AVONDALE),RIVERSDALE RD,BAMFORD PL,1364,Yes,1146441600000,NA,NA,23468,NA,95,1,2,1,0,NA,3,1750374.7399,5915935.9927
ROSEBANK RD (AVONDALE),BAMFORD PL,ORCHARD ST,1503,Yes,995500800000,15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750285.001,5916042.2205
ROSEBANK RD (AVONDALE),TIMOTHY PL,PATIKI RD RAB,3928,Yes,1317081600000,NA,7D,17565,NA,70,3,4,17,6,0,27,1748815.7421,5917764.2239
RUKUTAI ST,AOTEA ST (AT TEE),MATATUA ST,773,Yes,812592000000,02:00,NA,318,93,86,8,3,2,1,0,6,1762793.2031,5919830.7993
RUKUTAI ST,MATATUA ST,END,843,Yes,813456000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762797.5381,5919899.7806
TANIWHA ST,APIRANA AVE RAB,MAYFAIR PL,25,Yes,1031443200000,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765287.4441,5917086.0052
TANIWHA ST,KESTREL PL,KIANO PL,1754,Yes,710467200000,16:00,NA,3130,314,NA,NA,NA,NA,NA,NA,NA,1766905.5552,5917262.9335
TANIWHA ST,MANSFIELD ST,SILVERTON AVE,2146,Yes,640483200000,07:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1767079.6452,5917607.0695
TAYLOR ST,WOLVERTON ST,BUSBY ST RAB,100,Yes,581212800000,16:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750969.4804,5913712.0475
TAYLOR ST,BOLTON ST RAB,BLOCKHOUSE BAY RD,1362,Yes,566006400000,16:45,NA,3430,391,NA,NA,NA,NA,NA,NA,NA,1751486.6351,5912573.3983
UPLAND RD (REMUERA),VENTNOR RD,POTO ST,677,Yes,751852800000,NA,NA,4104,NA,86,8,3,2,1,0,6,1761221.0553,5917438.9743
UPLAND RD (REMUERA),TONKS ST,ORAKEI RD RAB,1743,Yes,813369600000,NA,NA,6094,NA,85,10,2,1,2,0,5,1761099.5171,5918354.4893
CHURCH CRES,LAGOON DR (SUMP RHS),WIDTH CHANGE (POWERPOLE RHS),19,Yes,808012800000,07:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765423.1511,5913878.6318
DENBIGH AVE,MAY RD RAB,MT ROSKILL RD,91,Yes,1224288000000,NA,NA,14477,NA,81,5,5,8,1,0,14,1754712.1613,5913841.6297
DENBIGH AVE,RADNOR RD (LHS),DOMINION RD RAB,308,Yes,1153180800000,NA,NA,16395,NA,94,1,3,2,1,NA,6,1754921.4864,5913771.0497
DENBIGH AVE,DOMINION RD RAB,WINSTONE RD,482,Yes,1129680000000,NA,NA,14518,NA,95,1,2,1,0,NA,3,1755081.7118,5913726.443
DENBIGH AVE,WINSTONE RD,SOMERSET RD RAB,575,Yes,1282348800000,NA,NA,6241,NA,88,4,3,5,0,0,8,1755174.6439,5913700.097
DUKE ST (THREE KINGS),DOMINION RD,DUNCUMB ST,160,Yes,1280880000000,NA,NA,3546,NA,94,2,2,2,0,0,4,1755483.8295,5914805.113
DUKE ST (THREE KINGS),PARAU ST RAB,HAMON AVE (RHS),600,Yes,744940800000,17:00,NA,2814,284,86,8,3,2,1,0,6,1755901.03,5914691.4185
FOWLDS AVE,LOCARNO AVE,SHORWELL ST,340,Yes,1250208000000,NA,NA,6678,NA,88,4,4,4,0,0,8,1754414.905,5916242.0907
FOWLDS AVE,SHORWELL ST,FERGUSSON AVE,400,Yes,1124582400000,NA,NA,8538,NA,NA,NA,NA,NA,NA,NA,NA,1754398.8747,5916184.497
FOWLDS AVE,FERGUSSON AVE,HAZELMERE RD,474,Yes,777513600000,NA,NA,6145,NA,85,10,2,1,2,0,5,1754379.665,5916113.3086
FOWLDS AVE,KITCHENER RD,HAVERSTOCK RD RAB (SUMP RHS),757,Yes,619401600000,16:30,NA,4998,608,85,10,2,1,2,0,5,1754293.5272,5915846.1394
FREDERICK ST (HILLSBOROUGH),PALLISTER DR,CARLTON ST (AT TEE),881,Yes,846547200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1757017.6341,5912041.6319
HAVERSTOCK RD,SANDRINGHAM RD,DUNCAN AVE,96,Yes,1249689600000,NA,NA,2085,NA,88,4,6,2,0,0,8,1754632.7221,5915604.3376
HAVERSTOCK RD,DUNCAN AVE,WATEA RD,364,Yes,863136000000,NA,NA,1829,NA,86,8,3,2,1,0,6,1754407.3849,5915749.3666
HAVERSTOCK RD,FOWLDS AVE RAB (POWERPOLE LHS),EUSTON RD,556,Yes,578707200000,10:30,NA,4202,484,86,8,3,2,1,0,6,1754236.0034,5915860.0067
HENLEY RD (MT EDEN),WOODSIDE RD RAB,CROYDON RD,431,Yes,623030400000,07:45,NA,1413,195,86,8,3,2,1,0,6,1756504.6168,5916446.4144
HENLEY RD (MT EDEN),FAIRVIEW RD,MILTON RD,601,Yes,838684800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756533.8509,5916606.8932
KINGS RD (PANMURE),RIVERVIEW RD,DUNKIRK RD,655,Yes,1148774400000,NA,NA,2615,NA,95,1,4,0,0,0,4,1766101.952,5914323.5446
KUAKA RD,OCEAN VIEW RD,OUE RD (AT TEE/POWERPOLE RHS),100,Yes,1065571200000,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,1779055.3386,5927400.905
KUAKA RD,OUE RD (AT TEE/POWERPOLE RHS),WEKA RD,354,Yes,1306281600000,NA,NA,989,NA,91,6,2,1,0,0,3,1779241.0042,5927263.5915
PARAU ST,MT ALBERT RD,FEARON AVE,328,Yes,1062460800000,NA,NA,2691,NA,NA,NA,NA,NA,NA,NA,NA,1755796.0125,5914397.366
PARAU ST,FEARON AVE,DUKE ST RAB,590,Yes,744940800000,08:00,NA,2334,254,NA,NA,NA,NA,NA,NA,NA,1755868.3916,5914654.1139
PARAU ST,PRINCES AVE,KINGS RD,786,Yes,1227657600000,NA,NA,2296,NA,96,2,1,1,0,0,2,1755921.3456,5914836.8838
PARAU ST,GARDEN PL,LANDSCAPE RD,983,Yes,426124800000,00:00,NA,1505,160,NA,NA,NA,NA,NA,NA,NA,1755974.2409,5915025.7761
QUEENSTOWN RD,HERD RD,BEACHCROFT AVE RAB,139,Yes,520560000000,16:00,NA,23518,2147,NA,NA,NA,NA,NA,NA,NA,1757526.0489,5912907.8951
QUEENSTOWN RD,MOTORWAY OVERBRIDGE (2ND ABUTMENT),HENDRY AVE RAB,732,Yes,652147200000,NA,NA,2362,NA,NA,NA,NA,NA,NA,NA,NA,1757412.076,5912339.2807
SOMERSET RD,JAMES PRESTON AVE,DENBIGH AVE RAB (MANHOLE RHS),155,Yes,1057881600000,NA,NA,757,NA,86,8,3,2,1,0,6,1755266.9425,5913817.257
PRINCES ST (OTAHUHU),CHURCH ST,HUTTON ST,585,Yes,908150400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764492.9976,5910202.7731
WOODSIDE RD (MT EDEN),MT EDEN RD,HENLEY RD RAB,218,Yes,1321315200000,NA,7D,1452,NA,92,1,2,4,1,0,7,1756710.9261,5916336.1921
WOODSIDE RD (MT EDEN),HENLEY RD RAB,MEWBURN AVE,500,Yes,463968000000,NA,NA,426,NA,86,8,3,2,1,0,6,1756444.244,5916413.6359
DELL AVE,ORAKEI RD,DEMPSEY ST,151,Yes,642729600000,08:00,NA,513,128,NA,NA,NA,NA,NA,NA,NA,1761035.153,5917916.6756
MARTIN AVE (REMUERA),UPLAND RD,13/15 MARTIN AVE,139,Yes,748828800000,NA,NA,1170,NA,86,8,3,2,1,0,6,1761524.1124,5917742.096
VENTNOR RD,WIDTH CHANGE (POWERPOLE LHS),LUCERNE RD,224,Yes,1299628800000,NA,NA,793,NA,100,0,0,0,0,0,0,1761422.1646,5917252.1618
CAPTAIN SCOTT RD,SCOTSTOUN PL,ATKINSON RD,1487,Yes,770428800000,NA,7D,3496,NA,86,8,3,2,1,0,6,1747451.4059,5912450.23
WILLIAMS RD (WAITAKERE),HOBSONVILLE RD (KERBLINE),STARLIGHT COVE,34,Yes,224467200000,NA,7D,88,NA,86,8,3,2,1,0,6,1746699.229,5926024.1861
WAIPAREIRA AVE,TE PAI PL,MOSELLE AVE,100,Yes,738806400000,NA,7D,3090,NA,86,8,3,2,1,0,6,1745576.077,5919058.421
TORU ST,TATAU WAY,KARAMU ST,30,Yes,392601600000,NA,7D,739,NA,86,8,3,2,1,0,6,1747112.5118,5920189.2459
TITOKI ST (WAITAKERE),TE ATATU RD,KARAMU ST,60,Yes,1086480000000,NA,7D,867,NA,86,8,3,2,1,0,6,1747169.3276,5919886.0828
HARBOUR VIEW RD (WAITAKERE),TE ATATU RD RAB,PRINGLE RD,50,Yes,521424000000,NA,7D,2654,NA,86,8,3,2,1,0,6,1747348.6545,5921503.3502
BEACH RD (WAITAKERE),HARBOUR VIEW RD RAB,GLENHAVEN PL,140,Yes,1115596800000,NA,7D,3094,NA,86,8,3,2,1,0,6,1747709.3514,5921737.3278
BEACH RD (WAITAKERE),GLENHAVEN PL,DURHAM ST,349,Yes,1087084800000,NA,7D,3462,NA,86,8,3,2,1,0,6,1747707.3443,5921945.5665
BEACH RD (WAITAKERE),WAIPANI RD,HAMURANA PL,800,Yes,329875200000,NA,7D,580,NA,86,8,3,2,1,0,6,1747696.9155,5922394.985
BEACH RD (WAITAKERE),HAMURANA PL,WHARF RD,880,Yes,1087084800000,NA,7D,2159,NA,86,8,3,2,1,0,6,1747695.28,5922474.7099
GUNNER DR,TE ATATU RD,RHONE AVE,102,Yes,990489600000,NA,7D,4284,NA,86,8,3,2,1,0,6,1747349.0985,5921256.2173
HURSTMERE RD,ONEILS AVE,MINNEHAHA AVE,1071,Yes,1220054400000,NA,24H,16395,NA,85,10,2,1,2,0,5,1758357.6656,5928084.899
PORTAGE RD (AVONDALE - WCC),MCWHIRTER PL,HILL CRES,1333,Yes,1050192000000,NA,7D,9131,NA,85,10,2,1,2,0,5,1750603.0815,5913247.5364
PORTAGE RD (AVONDALE - WCC),HILL CRES,LINKS RD,1515,Yes,1336867200000,NA,7D,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750635.1335,5913067.9993
PORTAGE RD (AVONDALE - WCC),GOLF RD RAB,KINROSS ST RAB,2440,Yes,1336867200000,NA,7D,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750546.3422,5912172.2185
ZITA MARIA DR,ANICH RD,WAIMUMU RD,617,Yes,1117843200000,NA,7D,4047,NA,86,8,3,2,1,0,6,1743981.0634,5920968.4305
VIEW RD (WAITAKERE),GREAT NORTH RD,WAARI AVE,105,Yes,1132790400000,NA,7D,8880,NA,86,8,3,2,1,0,6,1746469.5809,5915645.1256
VIEW RD (WAITAKERE),GAEDE TCE,WATTLE RD,381,Yes,905299200000,NA,7D,6683,NA,85,10,2,1,2,0,5,1746197.9316,5915696.5422
VIEW RD (WAITAKERE),RIBBLESDALE RD,CHOICE AVE,676,Yes,353116800000,NA,7D,3279,NA,85,10,2,1,2,0,5,1746036.2089,5915903.933
VIEW RD (WAITAKERE),JELICICH CRT,JAMES LAURIE ST RAB,913,Yes,1329091200000,NA,7D,9955,NA,96,0,3,0,NA,0,3,1745962.4388,5916123.3257
TRIANGLE RD (WAITAKERE),LINCOLN RD,WIDTH CHANGE (POWERPOLE RHS),105,Yes,1317600000000,NA,7D,NA,NA,NA,NA,NA,NA,NA,NA,NA,1745290.2471,5920436.4399
TRIANGLE RD (WAITAKERE),BRIDGE (1ST ABUTMENT),BRIDGE (2ND ABUTMENT),450,Yes,1021161600000,NA,7D,14952,NA,85,10,2,1,2,0,5,1745112.9033,5920721.6417
TRIANGLE RD (WAITAKERE),DOONE PL,EXOTIC PL,1233,Yes,1243209600000,NA,7D,14376,NA,85,10,2,1,2,0,5,1744680.7405,5921355.7102
TAITUA DR,TE ATATU RD,NUI MANA PL,40,Yes,1130976000000,NA,7D,1014,NA,86,8,3,2,1,0,6,1746728.3493,5917044.4535
SUNNYSIDE RD (SUNNYVALE),AWAROA RD,SEYMOUR RD RAB,60,Yes,261100800000,NA,7D,511,NA,85,10,2,1,2,0,5,1745685.1604,5915508.4602
SUNNYSIDE RD (SUNNYVALE),SEYMOUR RD RAB,MCKINLEY RD,360,Yes,1315785600000,NA,7D,NA,NA,NA,NA,NA,NA,NA,NA,NA,1745874.0799,5915265.9755
SPINNAKER DR,COMPASS PL,CAPSTAN CRT,381,Yes,1086480000000,NA,7D,429,NA,86,8,3,2,1,0,6,1747945.5775,5922501.7605
SEYMOUR RD (SUNNYVALE),MANUI PL,BENITA PL,403,Yes,363657600000,NA,7D,2020,NA,86,8,3,2,1,0,6,1745422.2815,5915179.7757
REYNELLA DR,TRIANGLE RD,BROADFIELD ST RAB,30,Yes,508464000000,NA,7D,2277,NA,86,8,3,2,1,0,6,1743684.1681,5921992.6541
REYNELLA DR,TALMAR PL,HEWLETT RD RAB,850,Yes,248054400000,NA,7D,104,NA,86,8,3,2,1,0,6,1743622.1027,5921331.9956
RED HILLS RD (MASSEY),BIRDWOOD RD,PUHIKAWA ST,484,Yes,1378080000000,NA,7D,5696,NA,86,8,3,2,1,0,6,1742356.0361,5922109.9452
RED HILLS RD (MASSEY),SPEED DERESTRICTION,CITY BOUNDARY (HYDRANT RHS),1357,Yes,1329091200000,NA,7D,NA,NA,NA,NA,NA,NA,NA,NA,NA,1741567.1761,5922095.0307
POOKS RD,METCALFE RD,PUTNEY PL,195,Yes,1215388800000,NA,7D,3438,NA,86,8,3,2,1,0,6,1742876.198,5918563.5689
POOKS RD,CANDIA RD RAB,O'NEILLS RD (POWERPOLE LHS),1533,Yes,1212364800000,NA,7D,1082,NA,86,8,3,2,1,0,6,1741552.1485,5918593.2257
MUNROE RD,METCALFE RD RAB,CHARLENNE CL,43,Yes,621820800000,NA,7D,110,NA,86,8,3,2,1,0,6,1743060.2381,5918442.569
HEWLETT RD,WAIMUMU RD,REYNELLA DR RAB,100,Yes,1225152000000,NA,7D,1120,NA,86,8,3,2,1,0,6,1743631.9235,5921226.9804
HEWLETT RD,REYNELLA DR RAB,WIDTH CHANGE (LIGHTPOLE),217,Yes,1240012800000,NA,7D,603,NA,86,8,3,2,1,0,6,1743661.4634,5921332.9051
GOLF RD (WAITAKERE),LA ROSA ST,HAVELLE AVE,1819,Yes,672019200000,NA,7D,4850,NA,85,10,2,1,2,0,5,1748921.8296,5911980.0775
GOLF RD (WAITAKERE),AVA AVE,TITIRANGI RD RAB,2618,Yes,1330905600000,NA,7D,9254,NA,97,1,2,0,0,0,2,1748145.6632,5912048.4503
DON BUCK RD,WOODSIDE RD,GLEN RD,257,Yes,1329696000000,NA,7D,NA,NA,NA,NA,NA,NA,NA,NA,NA,1743489.8571,5919579.6136
DON BUCK RD,DONOVAN AVE,WAIMUMU RD,1994,Yes,303264000000,NA,7D,4311,NA,85,10,2,1,2,0,5,1743365.2821,5921090.2567
DON BUCK RD,MALMO PL,MANTRA RD,2396,Yes,374371200000,NA,7D,5013,NA,85,10,2,1,2,0,5,1743117.6951,5921352.8973
DON BUCK RD,CHERRY TREE PL,RED HILLS RD RAB,3323,Yes,148176000000,NA,7D,2161,NA,85,10,2,1,2,0,5,1742767.2511,5921996.0543
DON BUCK/ROYAL RD RAB,ROYAL RD,ROYAL RD,16,Yes,699235200000,NA,7D,10059,NA,NA,NA,NA,NA,NA,NA,NA,1743198.8672,5922644.6629
DON BUCK RD,DON BUCK/ROYAL RD RAB,BEAUCHAMP DR,4297,Yes,893289600000,NA,7D,11224,NA,85,10,2,1,2,0,5,1743290.9826,5922804.6969
DON BUCK RD,WESTGATE DR RAB,SH 16 RAB,5089,Yes,1321228800000,NA,7D,19930,NA,85,10,2,1,2,0,5,1743370.4895,5923573.8111
CANDIA RD,VINEYARD RD (POWERPOLE LHS),HENDERSON VALLEY RD,3694,Yes,730080000000,NA,7D,2701,NA,85,10,2,1,2,0,5,1742200.7536,5915368.2763
BRIGHAM CREEK RD,NGAHUE CRES,NILS ANDERSON RD,1600,Yes,193190400000,NA,7D,1464,NA,85,10,2,1,2,0,5,1744015.8217,5926891.0141
BRIGHAM CREEK RD,NILS ANDERSON RD,AIRPORT RD,1697,Yes,335145600000,NA,7D,2493,NA,86,8,3,2,1,0,6,1744109.7586,5926866.8092
CLARKS LANE (NORTH),SINTON RD,OCKLESTON LANDING (AT TEE),49,Yes,721612800000,NA,7D,26,NA,86,8,3,2,1,0,6,1746636.419,5926706.5818
WAIMANU BAY DR,WAIMURI CL,PARANI CRT,100,Yes,1086480000000,NA,7D,1747,NA,86,8,3,2,1,0,6,1747842.2488,5921721.8267
HIGHFIELDS TCE,SUMMERLAND DR,SOMERTON RISE,30,Yes,1212969600000,NA,7D,296,NA,86,8,3,2,1,0,6,1743797.2858,5916969.4808
SUMMERLAND DR,STURGES RD RAB,HIGHFIELDS TCE,52,Yes,1212969600000,NA,7D,7591,NA,86,8,3,2,1,0,6,1743848.9395,5916955.095
SUMMERLAND DR,SANDHURST RISE,CHADLINGTON AVE,302,Yes,1085270400000,NA,7D,2000,NA,86,8,3,2,1,0,6,1743666.5876,5917137.6349
SUMMERLAND DR,BASRA DR,GENDO AVE,532,Yes,1212969600000,NA,7D,7281,NA,86,8,3,2,1,0,6,1743604.8528,5917340.4266
CHADLINGTON AVE,SUMMERLAND DR,HIGHFIELDS TCE RAB,50,Yes,1212969600000,NA,7D,1105,NA,86,8,3,2,1,0,6,1743578.7409,5917160.4531
BRITTANY DR,CASTLEVIEW LANE,CHADLINGTON AVE RAB,200,Yes,1212969600000,NA,7D,125,NA,86,8,3,2,1,0,6,1743308.3938,5916864.1439
ROY MALONEY DR,STURGES RD,BRITTANY DR,60,Yes,1212969600000,NA,7D,622,NA,86,8,3,2,1,0,6,1743505.8948,5916750.6146
TOTARA AVE (WAITAKERE),TOM CLARK LANE,RANKIN AVE,120,Yes,1337644800000,NA,7D,NA,NA,NA,NA,NA,NA,NA,NA,NA,1749872.4573,5913856.8221
GRAND DR (MEADOWBANK),TOWLE PL,MONTEITH CRES,798,Yes,613785600000,17:00,NA,4160,457,85,10,2,1,2,0,5,1762589.418,5916757.1456
KORAHA ST,REMUERA RD,DEBRON AVE,50,Yes,615945600000,07:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762081.57,5916909.72
KORAHA ST,MAUNGAREI RD,BADEN POWELL PL,570,Yes,794188800000,NA,NA,2438,NA,NA,NA,NA,NA,NA,NA,NA,1762120.7073,5916398.608
LADIES MILE (REMUERA),DERBY DOWNS PL,UMERE CRES,1223,Yes,1179360000000,NA,NA,18609,NA,97,1,1,1,0,0,2,1761476.1252,5915579.5725
NORMAN LESSER DR,PANAPA DR (AT TEE),ISHERWOOD PL,367,Yes,1141516800000,NA,NA,1643,NA,98,1,1,0,0,0,1,1763804.073,5916755.5666
NEW NORTH RD,VIRGINIA AVE EAST,PORTERS AVE,499,Yes,582249600000,16:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756522.0482,5918396.0613
NEW NORTH RD,STORMONT PL,SANDRINGHAM RD,1445,Yes,877132800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1755728.7792,5917949.8843
NEW NORTH RD,SANDRINGHAM RD,CENTRAL RD,1566,Yes,877046400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1755609.9152,5917927.1315
NEW NORTH RD,EDENDALE RD,KINGSLAND AVE,1775,Yes,876614400000,17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1755410.0405,5917867.7825
NEW NORTH RD,MORNINGSIDE DR,INWOOD ST (LIGHTPOLE LHS),2493,Yes,595468800000,07:30,NA,10510,1195,NA,NA,NA,NA,NA,NA,NA,1754716.6696,5917701.9994
NEW NORTH RD,INWOOD ST (LIGHTPOLE LHS),WOLSELEY ST,2504,Yes,1093910400000,NA,NA,12979,NA,96,1,1,1,0,NA,2,1754708.0124,5917695.2902
NEW NORTH RD,SAINSBURY RD,ST LUKES RD,3241,Yes,667440000000,07:30,NA,6440,1141,NA,NA,NA,NA,NA,NA,NA,1754104.4862,5917287.6492
NEW NORTH RD,KITENUI AVE,BURCH ST,3750,Yes,1031443200000,0800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1753693.6331,5916993.8915
NEW NORTH RD,LLOYD AVE (LHS),MT ALBERT RD,4488,Yes,576892800000,16:45,NA,21376,2050,NA,NA,NA,NA,NA,NA,NA,1753015.4302,5916736.738
NEW NORTH RD,HENDON AVE,BOLLARD AVE,6115,Yes,1279929600000,NA,NA,28822,NA,96,2,1,1,0,0,2,1751950.8574,5915515.2332
EXMOUTH ST,NEWTON RD,NORWICH ST,66,Yes,1297296000000,NA,NA,3977,NA,87,5,5,3,0,0,8,1756803.1165,5918771.2407
MT EDEN RD,NORMANBY RD,PUKA ST,925,Yes,1160092800000,NA,NA,22886,NA,94,1,1,3,0,NA,4,1757052.2331,5917840.7495
MT EDEN RD,HILLSIDE CRES NORTH,BELLEVUE RD,1249,Yes,454032000000,00:00,NA,10569,1027,NA,NA,NA,NA,NA,NA,NA,1757014.7587,5917530.9542
MT EDEN RD,OAKLANDS RD,STOKES RD,1967,Yes,438825600000,00:00,NA,16311,866,NA,NA,NA,NA,NA,NA,NA,1757028.088,5916833.1224
MT EDEN RD,GRANGE RD,DISRAELI ST,2268,Yes,796694400000,NA,NA,10678,NA,NA,NA,NA,NA,NA,NA,NA,1756955.2344,5916553.4027
MT EDEN RD,PLUNKET RD,WAIRIKI RD,3071,Yes,433641600000,00:00,NA,13400,980,NA,NA,NA,NA,NA,NA,NA,1756789.6559,5915779.0059
MT EDEN RD,WATLING ST,MARSDEN AVE,3373,Yes,607478400000,16:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756712.8559,5915487.438
MT EDEN RD,SHACKLETON RD,RAHIRI RD,3796,Yes,1317427200000,NA,7D,16694,NA,78,3,2,14,3,0,19,1756601.1994,5915080.9719
MT EDEN RD,LANDSCAPE RD,DUKE ST,3979,Yes,530841600000,16:15,NA,12906,1215,NA,NA,NA,NA,NA,NA,NA,1756544.0785,5914908.0497
SYMONDS ST (CITY),MOUNT ST,WAKEFIELD ST SLIP,816,Yes,1160092800000,NA,NA,19915,NA,86,2,4,6,2,0,12,1757474.3681,5919675.4146
SYMONDS ST (CITY),NEWTON RD,MT EDEN RD,1936,Yes,1165449600000,NA,NA,25748,NA,92,2,2,4,1,NA,7,1756952.9043,5918711.834
PILKINGTON RD,DUNLOP LANE,PLEASANT VIEW RD,102,Yes,648864000000,11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765203.217,5914758.1248
PILKINGTON RD,TORINO ST,APIRANA AVE RAB,1585,Yes,636681600000,10:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765570.3663,5916204.748
COOK ST (AUCKLAND),NELSON ST,HOBSON ST,433,Yes,642729600000,07:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756831.4472,5920162.3279
MAYORAL DR,COOK ST (AT TEE),GREYS AVE (RHS),347,Yes,621475200000,08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1757026.9523,5920016.2056
MAYORAL DR,QUEEN ST,WAKEFIELD ST,644,Yes,495849600000,07:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1757228.9962,5919876.8973
MAYORAL DR,WAKEFIELD ST,RUTLAND ST (START ISLAND LHS),892,Yes,626659200000,08:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1757415.4736,5920028.4834
MAYORAL DR,WIDTH CHANGE (START ISLAND RHS),WELLESLEY ST EAST,966,Yes,627955200000,08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1757429.5491,5920100.7277
FEDERAL ST (SOUTH),START (SOUTH),WELLESLEY ST WEST,73,Yes,1089763200000,NA,NA,5836,NA,90,3,3,4,0,0,7,1757036.3455,5920212.7174
FEDERAL ST (SOUTH),KINGSTON ST,WYNDHAM ST,535,Yes,1240876800000,NA,NA,3197,NA,73,8,9,9,1,0,19,1757197.352,5920644.2259
FELTON MATHEW AVE,HOWARD HUNTER AVE,FARMHOUSE LANE,885,Yes,784944000000,17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765017.6856,5917194.9503
FELTON MATHEW AVE,FARMHOUSE LANE,MERTON RD RAB,1180,Yes,613353600000,07:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765006.0746,5916899.3511
